@relation Train1

@attribute Call_Type {A,B,C}
@attribute Start_x real
@attribute Start_y real
@attribute Past real
@attribute AvgSpeed real
@attribute Time real


@data
"B",-8.617617,41.146083,28,9.30999126347156,990
"A",-8.628498,41.168799,11,3.66502897454864,1125
"B",-8.600157,41.18274,65,4.05689466292489,960
"C",-8.597853,41.126985,83,3.474589507074,1605
"A",-8.62488,41.168592,24,4.1733905176846,780
"A",-8.636517,41.171742,17,6.49402423649181,1215
"C",-8.602101,41.150295,275,1.34871235344228,5460
"A",-8.571384,41.177583,32,7.88369820863745,615
"B",-8.6283,41.157405,60,16.8448333421855,1155
"A",-8.622963,41.150844,8,1.38359477187315,1335
"A",-8.583174,41.164803,17,0.178708014115823,2160
"C",-8.650746,41.174289,12,3.01638698926614,1980
"C",-8.601156,41.135751,113,14.5063951552917,2040
"C",-8.609427,41.149188,13,4.01851547049349,2460
"B",-8.589276,41.169699,3,0.835109793699724,465
"C",-8.613792,41.180085,8,2.64185470024916,1530
"B",-8.604828,41.161131,27,4.88894978987337,555
"C",-8.616861,41.173812,21,4.84470121659375,1545
"B",-8.613243,41.154372,14,5.66172875353451,270
"B",-8.619867,41.148009,28,5.95314357981828,420
"B",-8.61984,41.147901,23,5.42930814627843,780
"B",-8.604126,41.161086,40,9.33964207301475,660
"C",-8.630793,41.154606,114,29.4722222651875,13125
"C",-8.641404,41.156586,26,5.82366631000064,405
"A",-8.60985,41.159511,26,8.88885189958074,450
"A",-8.668116,41.177484,13,4.16516101279005,510
"B",-8.639982,41.159799,23,5.47686304265892,330
"C",-8.656317,41.175333,124,6.21573441921926,2250
"B",-8.632188,41.164335,1,93.9411155273164,480
"B",-8.65683,41.161455,36,11.0194280372825,780
"B",-8.619813,41.147919,11,4.86154692126371,825
"B",-8.627148,41.16699,64,7.45193367552921,1080
"B",-8.6274,41.152266,15,3.63656035611965,270
"C",-8.626932,41.218632,192,10.3565549911872,4830
"A",-8.619993,41.146713,2,0.200144965008708,525
"B",-8.610795,41.145615,13,3.36391413637961,315
"A",-8.657568,41.170608,56,6.72990901487486,990
"B",-8.610966,41.14575,4,4.76712728090949,360
"A",-8.565426,41.146974,39,6.87752976505838,1200
"C",-8.647452,41.15178,53,2.89815214428845,1020
"B",-8.665632,41.170716,58,7.72701510142128,960
"B",-8.610921,41.14566,2,0.251199682167353,780
"B",-8.674101,41.153841,4,4.22257391921575,630
"A",-8.638902,41.166648,2,4.41034430116578,585
"C",-8.649,41.15484,25,6.74799296724315,1185
"A",-8.581419,41.174199,21,6.64936476193402,480
"C",-8.698356,41.195844,79,10.1380207636141,1575
"B",-8.58564,41.148567,63,10.0225558854425,1200
"C",-8.624727,41.162688,411,7.36126737160147,6720
"B",-8.569746,41.166153,21,8.21707755506823,675
"B",-8.613243,41.154408,6,4.50477689540565,780
"B",-8.628849,41.161005,37,7.08748134000684,795
"C",-8.599257,41.149152,49,8.79787869055587,1215
"B",-8.600139,41.182722,38,4.94358056239566,720
"A",-8.621595,41.152797,17,4.20403954691341,465
"C",-8.589231,41.16474,25,7.28621765296957,1170
"A",-8.597106,41.141952,46,2.78300269255907,930
"C",-8.667954,41.175189,24,3.41360374348005,1560
"C",-8.651268,41.170311,20,4.89931291904557,1110
"B",-8.582607,41.180454,4,4.65477275035036,315
"B",-8.585676,41.148612,29,11.4193570639462,1410
"A",-8.647416,41.152419,27,5.18653037469573,675
"B",-8.582616,41.180463,51,9.46763651537679,930
"A",-8.665029,41.154687,51,10.00465677875,990
"B",-8.604162,41.161122,1,267.774124878435,450
"A",-8.681787,41.158359,15,9.35092846901128,225
"B",-8.569647,41.166036,31,7.19744701114005,480
"A",-8.602893,41.143266,155,3.73891636454332,2475
"A",-8.647299,41.152644,8,3.23106167770332,1080
"C",-8.585847,41.14845,5,8.83469876089157,270
"B",-8.58564,41.148576,110,21.9902709234174,1920
"C",-8.600058,41.182695,20,5.34250418443385,1170
"C",-8.649612,41.174964,19,3.40937873873798,780
"B",-8.600049,41.182668,53,7.95828077294155,840
"B",-8.610984,41.145813,2,1.34934813422782,540
"A",-8.610894,41.184225,28,5.96490994837845,600
"A",-8.601831,41.175918,11,0.0725074021465846,1290
"B",-8.604126,41.161149,22,5.8022895847363,570
"A",-8.652708,41.177826,41,9.49128386564882,1380
"B",-8.613216,41.183379,258,9.12366909804889,4365
"B",-8.604864,41.161158,26,4.95421192113973,405
"B",-8.639631,41.159727,195,1.04643709415261,3540
"C",-8.698419,41.195898,41,8.26697294496841,1005
"B",-8.617626,41.146056,38,4.88053747186797,615
"C",-8.568369,41.153454,64,3.58974622531209,1170
"B",-8.639973,41.159799,17,3.32685134178452,675
"A",-8.583129,41.164731,59,8.31627342116284,1035
"A",-8.59329,41.157621,13,7.73382173121006,390
"C",-8.585622,41.14872,15,8.6041782826692,495
"B",-8.630685,41.154903,39,5.10174291456557,975
"A",-8.676198,41.153085,52,23.1314777287199,1095
"B",-8.649585,41.167233,23,7.59040340456488,510
"C",-8.574696,41.142681,15,5.17902030745504,825
"A",-8.621379,41.177799,43,9.57886161327141,780
"B",-8.610957,41.145723,25,7.06874968060251,480
"A",-8.598438,41.159916,13,5.46173807015264,360
"B",-8.609175,41.147244,17,7.32256143294326,405
"C",-8.59635,41.137299,25,0.0491804618727127,1020
"B",-8.649405,41.154129,2,0.164807421701322,600
"B",-8.649441,41.154237,46,5.5971868824985,825
"B",-8.62866,41.161221,74,3.4480704204245,1425
"C",-8.62686,41.169834,110,2.17152238771004,2295
"B",-8.627751,41.175369,14,4.77080455361759,825
"A",-8.62443,41.179311,46,3.9889928378247,1410
"C",-8.589267,41.169699,19,4.72549677774048,615
"A",-8.618814,41.155173,27,5.3668156731082,1185
"C",-8.654661,41.17356,132,5.45730930309553,2715
"A",-8.604585,41.144913,1,161.13093743757,675
"C",-8.613216,41.154372,118,3.83723072866854,1995
"B",-8.606034,41.153499,8,6.70912523020731,420
"A",-8.590869,41.152149,29,3.756121862335,1080
"B",-8.638488,41.170824,9,5.51433946603503,240
"B",-8.62713,41.166909,9,4.32332150690177,570
"B",-8.627598,41.157666,17,2.43561164031117,525
"A",-8.626365,41.156622,31,5.05570230388451,600
"B",-8.609265,41.14746,35,5.05958891032448,885
"C",-8.676027,41.151834,61,9.72083586769398,990
"A",-8.686035,41.167017,52,5.62409961594566,1095
"A",-8.611731,41.178042,51,1.32522104941321,2325
"B",-8.589267,41.169699,8,109.569053001065,945
"C",-8.59923,41.149143,17,4.5329739649952,345
"C",-8.610885,41.145795,26,3.84960328438119,405
"C",-8.646669,41.17554,15,9.51969271801347,765
"C",-8.576082,41.160303,15,5.82132920216989,1185
"A",-8.671383,41.161428,38,4.72604956357499,1515
"C",-8.586585,41.174343,13,3.81034640486437,570
"B",-8.610849,41.145732,4,2.80509011118997,690
"A",-8.624349,41.179536,41,4.08129980181533,1200
"B",-8.613972,41.141223,17,9.43194362546575,510
"C",-8.648217,41.166,98,6.64892343404667,2145
"A",-8.612118,41.148828,30,5.19030416094912,645
"C",-8.636562,41.16861,2,8.07289048227131,1095
"B",-8.600166,41.182713,77,4.9626829310429,1800
"A",-8.571357,41.177601,55,6.26292838074752,825
"B",-8.615475,41.140629,78,13.9207768262266,1530
"B",-8.639874,41.159565,5,7.13943689229571,690
"A",-8.585055,41.180913,27,7.46735201551822,810
"B",-8.654661,41.173614,16,5.18288231245558,630
"C",-8.596422,41.137362,164,2.91749695458973,4530
"A",-8.608428,41.156838,11,4.06128896708072,510
"C",-8.648046,41.173866,11,9.93531954873807,4245
"A",-8.680167,41.15655,146,12.5513027643648,4185
"C",-8.596836,41.145453,52,6.67447564976133,1485
"C",-8.609535,41.174172,9,19.9079802824569,6855
"C",-8.671905,41.149638,158,3.51203397296955,2445
"C",-8.69526,41.183415,87,8.52409925888492,1605
"B",-8.589312,41.16969,14,7.2485785171828,465
"A",-8.577324,41.155137,37,9.22646268426462,915
"C",-8.632755,41.1579,27,4.09880402428054,1110
"A",-8.673849,41.149629,7,0.79794677577639,405
"C",-8.655399,41.172561,139,6.27662774100091,2835
"B",-8.621046,41.16114,22,2.55765257419834,450
"B",-8.630658,41.154975,7,2.74952713451432,390
"C",-8.574705,41.142726,4,2.32160411188785,630
"C",-8.594775,41.155659,77,7.170594959375,1605
"B",-8.585721,41.148567,44,13.8870821248687,1095
"A",-8.665686,41.151429,4,6.30870599930716,330
"B",-8.58924,41.169699,52,77.2190427402635,990
"A",-8.582805,41.181093,28,7.14512707536071,1815
"C",-8.601318,41.159466,28,3.17846035191325,1230
"A",-8.581653,41.173551,4,2.4596926287924,480
"B",-8.628417,41.157549,15,6.23459558740007,435
"A",-8.555157,41.210991,59,7.49347234540798,1740
"B",-8.609004,41.147208,25,1.97742178249597,1755
"B",-8.638317,41.170779,9,8.79708984741804,600
"C",-8.601939,41.179563,9,5.59424851922349,915
"A",-8.682822,41.158269,2,1.75604345515966,1200
"B",-8.65476,41.173542,8,4.31252690792815,420
"B",-8.628795,41.160951,4,3.41398526645757,210
"A",-8.618481,41.169492,7,4.937597234682,495
"A",-8.638875,41.166009,46,3.44217030407302,825
"C",-8.609589,41.151285,9,3.9723680107473,315
"A",-8.571339,41.17761,38,9.9805386747316,855
"A",-8.613918,41.182542,21,5.70474810528212,945
"B",-8.674101,41.15385,27,6.47496479042885,885
"C",-8.653446,41.158305,8,5.37556368694597,510
"B",-8.604009,41.161284,6,3.52527013790641,720
"C",-8.602425,41.153985,13,5.64847400526965,555
"B",-8.615529,41.140692,11,6.45540502430326,705
"C",-8.619858,41.147928,16,11.6149311410074,1245
"A",-8.618544,41.170815,20,13.218912469635,990
"B",-8.606493,41.14467,28,6.63553506245927,450
"B",-8.585712,41.148585,33,5.0398012661946,555
"A",-8.639055,41.167827,20,2.56863619952104,1050
"A",-8.659935,41.153112,9,9.29073809335306,570
"C",-8.429769,41.829057,21,5.15451905836881,1305
"B",-8.621028,41.160969,31,3.35289364874066,720
"C",-8.590104,41.183307,90,8.58377317778568,1545
"B",-8.610876,41.145768,54,6.3882264666623,990
"A",-8.60049,41.15475,15,3.63299056472022,540
"C",-8.65377,41.174532,121,6.90918641252752,2190
"B",-8.630262,41.157504,55,4.53901659870718,1020
"C",-8.589249,41.164173,24,41.0244269355252,1695
"B",-8.606403,41.144607,22,2.36788712355599,1260
"B",-8.649576,41.167278,10,5.15921154234357,705
"A",-8.617914,41.147154,9,1.95794806452018,480
"A",-8.667864,41.1777,18,8.53300633266199,1680
"A",-8.665344,41.173452,20,3.4142451196973,1350
"B",-8.591319,41.162715,18,6.17991900830614,780
"C",-8.588808,41.170806,12,5.66554360992312,720
"A",-8.577504,41.161482,14,7.63643731666287,690
"B",-8.582427,41.180508,4,5.24591884515934,645
"C",-8.666109,41.159439,13,7.45270596589211,240
"B",-8.59923,41.149152,61,5.98640318244839,1230
"A",-8.646741,41.158737,42,3.12402177113536,1245
"B",-8.600076,41.182695,59,5.93033108312732,1275
"C",-8.604972,41.146209,98,12.2931073770391,1560
"B",-8.584236,41.162877,15,2.89166396663896,1485
"C",-8.611227,41.172012,39,7.80415753469677,750
"C",-8.615709,41.14071,49,8.57712897000303,1005
"B",-8.607069,41.150286,53,5.17478882504038,1095
"A",-8.611911,41.159241,34,5.18559658296699,615
"B",-8.582508,41.180562,9,5.9380287061994,600
"B",-8.627103,41.166945,32,15.3879459712123,1200
"C",-8.581887,41.164632,16,6.46233786488212,780
"B",-8.627121,41.166945,41,7.72070133901991,690
"B",-8.650197,41.154111,35,5.19808469093984,660
"C",-8.600157,41.182704,23,6.76974726752722,510
"A",-8.603694,41.150871,12,3.49394010849302,240
"B",-8.610894,41.145804,25,6.23099638243155,465
"C",-8.623764,41.165523,13,4.08610723024079,225
"B",-8.612586,41.145966,15,3.31573177064331,540
"C",-8.598105,41.145552,13,5.29122792921092,330
"A",-8.644194,41.149764,58,4.71632677171724,1140
"B",-8.604765,41.161203,13,4.83935858557146,390
"C",-8.698194,41.195952,36,9.49604862222214,810
"B",-8.58573,41.148567,21,6.31396116709343,1335
"A",-8.617923,41.170275,75,5.83737346462362,1155
"B",-8.654751,41.173578,43,4.43741161473761,1230
"B",-8.617581,41.146146,23,5.9192994774602,465
"B",-8.674092,41.153832,2,0.0667149882890812,795
"A",-8.640774,41.161041,14,3.325192914248,435
"C",-8.654589,41.173614,140,5.57003653988223,2550
"B",-8.604153,41.161131,17,3.69725540363037,735
"C",-8.586027,41.148639,9,0.69462842792566,2205
"A",-8.602587,41.155416,10,5.32868095491097,420
"A",-8.665713,41.151411,24,7.50975432599232,360
"B",-8.620947,41.161311,20,3.88845810822885,2490
"C",-8.64576,41.154399,44,8.17275122433418,1485
"A",-8.64108,41.159898,56,10.5145616969861,1050
"B",-8.649594,41.167287,71,4.29264515080712,1245
"B",-8.582508,41.180499,76,6.24153780171366,1410
"B",-8.604162,41.161122,60,6.51482276832925,885
"A",-8.587782,41.176692,50,12.7953079928392,960
"A",-8.649243,41.164893,21,14.0492686821687,585
"A",-8.620974,41.149998,14,5.96447117206826,1275
"C",-8.610183,41.149899,16,9.60344897055178,465
"B",-8.610948,41.145723,5,2.83226277515329,720
"B",-8.598996,41.149107,40,3.8059512993412,1395
"A",-8.623908,41.156766,16,2.8812119488823,1185
"A",-8.669484,41.155344,13,6.76481840215294,795
"A",-8.642322,41.157927,55,3.88708308368872,1020
"C",-8.649792,41.166648,6,8.23877568874158,420
"C",-8.613855,41.149989,41,9.45219839832554,1110
"A",-8.571438,41.17761,47,6.641866003011,735
"B",-8.585658,41.148612,131,14.9554601524632,1950
"C",-8.66853,41.238144,78,10.7564155289395,3045
"A",-8.578287,41.160744,71,3.52479168315308,1305
"A",-8.60643,41.147856,62,5.19606269423308,1185
"B",-8.58564,41.148603,97,6.99549015421588,1515
"A",-8.630109,41.151681,18,1.36333420991171,285
"C",-8.613009,41.147469,76,13.7974546558185,1365
"B",-8.61984,41.148018,43,4.78716681382571,945
"B",-8.674101,41.153886,31,8.3469129802359,765
"B",-8.619885,41.147937,45,15.4306997027168,1305
"C",-8.603694,41.162058,84,1.70215298425232,2550
"C",-8.652339,41.169204,73,3.88013680573201,1215
"C",-8.558334,41.204313,30,9.56684421448633,1725
"C",-8.612172,41.148522,12,9.62119096682726,1155
"A",-8.598474,41.161149,53,4.3985761167769,1560
"B",-8.617608,41.146092,58,3.86011610326241,975
"B",-8.585595,41.14863,134,7.68561009167117,2730
"B",-8.585577,41.148909,216,57.827140615342,8445
"A",-8.632944,41.159475,13,4.24117525941461,765
"C",-8.619192,41.142483,175,3.56997539443718,2940
"A",-8.637741,41.164659,65,2.60988270277186,1200
"B",-8.604108,41.161185,20,5.67545239708474,840
"B",-8.6112,41.172075,197,4.02022276238644,3855
"A",-8.657946,41.174028,11,7.58915882319079,1140
"C",-8.602245,41.150241,47,1.55581271728462,12240
"B",-8.621136,41.161032,18,8.17349995639068,720
"B",-8.611146,41.149431,271,24.4501999908161,9240
"C",-8.673165,41.180283,119,5.24679355374063,1800
"B",-8.640774,41.161149,26,6.14080723186399,615
"B",-8.582094,41.180454,12,10.0274196097118,540
"B",-8.584371,41.163228,19,13.413784443585,480
"C",-8.607897,41.176881,19,7.65640164591782,1200
"A",-8.676369,41.15502,42,11.0936212926587,810
"C",-8.57466,41.142636,34,8.95927297659183,690
"B",-8.654796,41.173569,13,13.8101811633637,375
"C",-8.600103,41.182722,12,8.29225165949192,990
"B",-8.619813,41.148063,27,8.41012673428564,510
"B",-8.599257,41.149152,15,6.47543054686072,525
"A",-8.617887,41.164137,11,5.74528462563757,660
"B",-8.610867,41.14566,5,0.818264600287574,450
"A",-8.666595,41.174271,9,5.89751777280592,480
"B",-8.649324,41.154327,7,6.41236945205193,420
"B",-8.619849,41.147982,43,8.79348124739964,675
"C",-8.64648,41.164317,22,6.52396393511279,990
"B",-8.649486,41.154084,21,7.57234431957319,540
"A",-8.607924,41.157945,11,6.80310421995088,315
"A",-8.57484,41.142762,8,1.65638689573971,450
"B",-8.627157,41.166936,8,0.528476082922249,330
"A",-8.651052,41.171697,1,214.889536249638,2460
"B",-8.605863,41.144364,96,21.4786070596848,2985
"A",-8.570178,41.15952,12,12.7793760334749,210
"A",-8.673777,41.149674,43,6.7818768267449,960
"A",-8.663751,41.149647,23,8.42230784974163,750
"B",-8.600166,41.182713,19,7.90648646024505,705
"B",-8.585802,41.148549,1,450.800869981759,660
"B",-8.617599,41.146101,42,6.31007911872136,645
"B",-8.606493,41.144652,133,16.5369406764345,2640
"B",-8.628849,41.160987,6,5.38476997056124,975
"A",-8.610219,41.152968,2,0.301406024062929,225
"A",-8.574732,41.142717,2,0.142575719316334,1035
"C",-8.610849,41.145669,4,2.72963783440758,945
"B",-8.613243,41.166738,29,5.59095538301707,465
"B",-8.611191,41.149467,14,6.4420966133295,1065
"C",-8.608518,41.143095,235,1.37757146354798,12435
"C",-8.615538,41.140719,21,10.9967466550229,570
"B",-8.615367,41.140818,6,7.05602931566987,525
"A",-8.612811,41.148216,13,16.1620060160888,735
"C",-8.615169,41.141493,63,1.72071384759544,2175
"C",-8.604819,41.161113,19,5.67407822243432,915
"A",-8.624187,41.144436,19,6.5789074454542,1080
"A",-8.65917,41.153283,2,0.271546860989491,495
"A",-8.58132,41.167863,38,19.1367790879964,600
"B",-8.582832,41.180805,20,4.71314363417705,555
"C",-8.622342,41.143734,7,12.2573387681843,1095
"B",-8.649441,41.154264,22,14.2597659988877,570
"A",-8.632008,41.161446,14,4.53080192820465,555
"C",-8.621442,41.143527,12,9.46179745999057,360
"A",-8.608995,41.150565,6,3.73986376563578,225
"B",-8.627076,41.152041,21,6.59096262954789,825
"B",-8.569746,41.166099,3,5.59348962123058,270
"B",-8.640648,41.161248,4,0.411896396348417,675
"C",-8.632224,41.125914,283,3.54087376365673,6225
"B",-8.630316,41.154966,31,5.15105326004371,1665
"B",-8.599212,41.149152,15,3.34117433151048,630
"B",-8.612496,41.146029,259,16.1489514654897,6900
"C",-8.612073,41.172768,27,5.96900650337725,1455
"A",-8.621262,41.143428,18,6.22027601552655,855
"B",-8.63991,41.159655,37,7.64668377553319,570
"A",-8.568585,41.166297,30,6.74667450591364,510
"C",-8.65485,41.173308,133,6.16487166228639,2370
"A",-8.602092,41.165802,73,6.33015765536723,1335
"B",-8.582283,41.180571,34,14.2771019602757,810
"B",-8.630199,41.157666,20,5.30299276688389,375
"C",-8.610669,41.145723,11,8.98195649244112,255
"B",-8.606511,41.144652,7,2.74494928142833,555
"B",-8.627733,41.175324,4,1.3525007166246,405
"C",-8.603901,41.137992,41,2.41567417356027,1290
"B",-8.584362,41.163273,14,2.29082355543524,945
"B",-8.627175,41.152086,30,4.88274148229947,555
"C",-8.598339,41.125311,57,2.95242327745427,1845
"A",-8.574723,41.142708,39,5.18127627452746,765
"A",-8.597547,41.172219,22,2.18566806900089,885
"C",-8.66952,41.23485,135,32.7651910922713,3945
"C",-8.507169,41.202657,120,8.94532535933315,2055
"B",-8.656956,41.161419,3,5.05659419817304,825
"A",-8.597097,41.142258,58,4.71845697464915,915
"B",-8.649441,41.154201,47,5.05802210085997,945
"A",-8.617446,41.142249,15,1.39713423516765,555
"B",-8.585685,41.148558,68,13.6774817862555,1200
"B",-8.610804,41.145534,56,7.26125167235097,945
"C",-8.579862,41.151402,158,11.5703905598151,3045
"C",-8.632881,41.152626,11,3.50771418327617,1605
"B",-8.654724,41.173569,51,6.92305460191474,930
"B",-8.628705,41.161014,22,7.35891448596509,600
"B",-8.649576,41.167224,16,4.61137305696581,645
"C",-8.581059,41.137227,29,9.07180313541297,1380
"A",-8.607447,41.145426,21,3.38060788959418,750
"B",-8.654724,41.17356,86,10.2103301823914,1635
"C",-8.561844,41.156937,135,5.25081079755049,2325
"B",-8.627175,41.166981,32,3.53907873501201,780
"A",-8.603901,41.168952,21,3.24274314724567,720
"C",-8.610669,41.145642,4,0.278796193312813,390
"B",-8.630298,41.157504,63,4.96492367833129,1155
"B",-8.604837,41.161077,28,5.3391388623266,525
"B",-8.580132,41.159421,35,9.04385568631446,705
"B",-8.606475,41.144526,21,6.29657524545762,300
"B",-8.599923,41.18265,33,3.20767167846258,1245
"A",-8.598438,41.18337,36,7.93207824155256,1065
"A",-8.626392,41.165802,36,5.45476787400258,675
"B",-8.609382,41.177286,10,6.66946678113163,450
"B",-8.649396,41.154039,33,13.7350870205166,660
"C",-8.568909,41.192703,74,7.49057185711213,1470
"B",-8.610804,41.145498,36,8.07765347007066,570
"C",-8.662896,41.174118,35,5.70441367912842,930
"B",-8.628714,41.16978,22,5.83005844275461,825
"C",-8.668197,41.175279,13,2.56616476942248,1140
"B",-8.617617,41.146128,10,5.16483913618925,390
"B",-8.604135,41.161149,38,6.25202230722101,1215
"A",-8.669592,41.155236,30,5.5535384253255,765
"C",-8.612541,41.16177,75,13.3512379559687,1710
"B",-8.654751,41.17356,34,6.36782366789339,615
"C",-8.603442,41.179788,65,7.69204293000505,990
"A",-8.67375,41.149674,69,11.3599828387801,1395
"B",-8.619822,41.148045,37,3.3891318977634,930
"C",-8.580699,41.146497,72,5.87908141358862,1575
"B",-8.585703,41.148576,27,10.4018612815081,555
"B",-8.66565,41.170806,41,4.4098562679659,1020
"A",-8.571411,41.177619,38,7.24104330032226,690
"B",-8.610885,41.145615,27,7.76991260356626,585
"B",-8.612136,41.172759,33,3.93514751296359,660
"B",-8.674092,41.153841,5,5.01224436274681,885
"C",-8.653401,41.158296,15,5.69270682633884,495
"C",-8.620974,41.15007,23,0.236673068572119,2505
"A",-8.663211,41.148513,35,15.7477859002262,765
"A",-8.568117,41.166315,79,5.88212113390516,1170
"B",-8.674074,41.153877,48,4.56983543419551,1530
"A",-8.597691,41.169654,8,0.758877626651355,1095
"B",-8.613873,41.141286,87,17.7818501925231,1410
"C",-8.610129,41.146254,70,11.2379603411496,1380
"B",-8.630658,41.15493,7,5.45477674283661,495
"C",-8.585694,41.148711,46,8.31498120942403,930
"C",-8.614017,41.141133,25,14.3844123204851,4260
"A",-8.59653,41.163444,37,19.1580527024568,1020
"C",-8.600076,41.182713,19,12.6930518742221,1020
"A",-8.583354,41.168673,27,6.12407837156982,540
"B",-8.639937,41.159718,66,16.2424352224744,1155
"B",-8.628678,41.160978,26,3.59143382495756,975
"C",-8.636976,41.159124,7,0.116045036939724,5265
"B",-8.619786,41.148018,58,9.79528604928489,1365
"B",-8.649603,41.167287,51,5.56391485431187,1065
"C",-8.568972,41.1606,36,10.080449819273,1425
"B",-8.641071,41.161698,35,12.0098486313188,765
"C",-8.6301,41.157234,95,3.05182830633725,17850
"B",-8.649423,41.154174,1,245.221455192015,870
"C",-8.630766,41.154444,148,7.29186158929333,9345
"C",-8.652978,41.174973,400,13.4629891451742,25935
"A",-8.579493,41.16537,77,6.17392820314557,1365
"B",-8.610804,41.145687,6,4.96935512765406,345
"A",-8.606538,41.144742,56,0.73169593779464,1350
"A",-8.618679,41.1624,35,6.21795029934379,765
"B",-8.62776,41.175351,43,2.42417772836292,1215
"A",-8.598213,41.161203,38,4.24260323038296,585
"B",-8.609616,41.160276,31,3.88277319897926,540
"B",-8.649576,41.167269,45,4.80022828363029,915
"C",-8.596926,41.163543,31,5.27771751678327,450
"B",-8.619795,41.148,36,34.5427286253321,630
"C",-8.659854,41.149071,59,9.19872791717018,960
"B",-8.649432,41.15394,49,11.4117056396186,825
"A",-8.583129,41.164704,43,5.48101354854014,675
"B",-8.607105,41.150304,20,6.85488692959217,405
"B",-8.617536,41.145957,11,4.38828489693903,570
"A",-8.613108,41.16105,6,1.20152666230946,570
"B",-8.654733,41.17356,3,0.475347241510044,720
"B",-8.64963,41.167359,15,5.26089531259813,645
"B",-8.610786,41.145597,44,6.79792621544482,780
"B",-8.628768,41.160996,104,11.6169134521802,2325
"C",-8.662158,41.159205,27,24.895530586209,765
"B",-8.649396,41.15421,12,4.8536858037796,975
"B",-8.58015,41.159421,16,15.1664099969172,660
"A",-8.647308,41.157144,25,5.09644841200718,735
"C",-8.561907,41.158557,141,7.02351480410002,2520
"B",-8.60283,41.179662,61,5.92327162844421,1035
"C",-8.655012,41.17725,14,10.0195376699217,300
"B",-8.619831,41.147973,31,4.20268956721354,1215
"B",-8.630604,41.154786,24,7.78856142832825,480
"A",-8.578386,41.167494,29,6.01573817625118,765
"A",-8.633862,41.173497,1,291.343022493652,1020
"A",-8.571348,41.1777,25,10.4094065122077,960
"C",-8.609472,41.183361,5,10.1903792484677,1035
"C",-8.620812,41.168754,140,7.21542726028739,2415
"B",-8.606493,41.144652,46,5.66704381692796,840
"B",-8.619804,41.147937,19,4.11011873061015,885
"C",-8.611227,41.148567,28,6.39852205960696,1170
"B",-8.606457,41.144652,2,0.211747361325278,690
"B",-8.622855,41.150916,2,0.200943638335138,450
"B",-8.606502,41.144571,50,5.01962505121755,855
"B",-8.59923,41.149134,55,11.9916239291259,855
